_id,Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
1,2020,0-25 (Least Healthy),Inpatient,Sex,Female,All Other Diagnoses,Homeless,1100
2,2020,0-25 (Least Healthy),Inpatient,Sex,Female,Co-Occuring Disorders,Homeless,4684
3,2020,0-25 (Least Healthy),Inpatient,Sex,Female,Mental Health Disorders,Homeless,1739
4,2020,0-25 (Least Healthy),Inpatient,Sex,Female,Substance Use Disorders,Homeless,1975
5,2020,0-25 (Least Healthy),Inpatient,Sex,Female,All Other Diagnoses,Not Homeless,386972
6,2020,0-25 (Least Healthy),Inpatient,Sex,Female,Co-Occuring Disorders,Not Homeless,28870
7,2020,0-25 (Least Healthy),Inpatient,Sex,Female,Mental Health Disorders,Not Homeless,73722
8,2020,0-25 (Least Healthy),Inpatient,Sex,Female,Substance Use Disorders,Not Homeless,32992
9,2020,0-25 (Least Healthy),Inpatient,Sex,Male,All Other Diagnoses,Homeless,2753
10,2020,0-25 (Least Healthy),Inpatient,Sex,Male,Co-Occuring Disorders,Homeless,11225
11,2020,0-25 (Least Healthy),Inpatient,Sex,Male,Mental Health Disorders,Homeless,2766
12,2020,0-25 (Least Healthy),Inpatient,Sex,Male,Substance Use Disorders,Homeless,7534
13,2020,0-25 (Least Healthy),Inpatient,Sex,Male,All Other Diagnoses,Not Homeless,269062
14,2020,0-25 (Least Healthy),Inpatient,Sex,Male,Co-Occuring Disorders,Not Homeless,36414
15,2020,0-25 (Least Healthy),Inpatient,Sex,Male,Mental Health Disorders,Not Homeless,45212
16,2020,0-25 (Least Healthy),Inpatient,Sex,Male,Substance Use Disorders,Not Homeless,66782
17,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,All Other Diagnoses,Homeless,1029
18,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,Co-Occuring Disorders,Homeless,4640
19,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,Mental Health Disorders,Homeless,1513
20,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,Substance Use Disorders,Homeless,2043
21,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,All Other Diagnoses,Not Homeless,356342
22,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,Co-Occuring Disorders,Not Homeless,29641
23,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,Mental Health Disorders,Not Homeless,84497
24,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Female,Substance Use Disorders,Not Homeless,26248
25,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,All Other Diagnoses,Homeless,2322
26,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,Co-Occuring Disorders,Homeless,9490
27,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,Mental Health Disorders,Homeless,2245
28,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,Substance Use Disorders,Homeless,7443
29,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,All Other Diagnoses,Not Homeless,259272
30,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,Co-Occuring Disorders,Not Homeless,34472
31,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,Mental Health Disorders,Not Homeless,48896
32,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Sex,Male,Substance Use Disorders,Not Homeless,55954
33,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,All Other Diagnoses,Homeless,669
34,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,Co-Occuring Disorders,Homeless,3766
35,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,Mental Health Disorders,Homeless,1258
36,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,Substance Use Disorders,Homeless,1359
37,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,All Other Diagnoses,Not Homeless,294930
38,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,Co-Occuring Disorders,Not Homeless,25982
39,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,Mental Health Disorders,Not Homeless,82640
40,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Female,Substance Use Disorders,Not Homeless,19320
41,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,All Other Diagnoses,Homeless,1689
42,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,Co-Occuring Disorders,Homeless,8448
43,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,Mental Health Disorders,Homeless,1706
44,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,Substance Use Disorders,Homeless,5621
45,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,All Other Diagnoses,Not Homeless,223797
46,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,Co-Occuring Disorders,Not Homeless,28801
47,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,Mental Health Disorders,Not Homeless,45568
48,2020,50.01-75 (Somewhat Healthy),Inpatient,Sex,Male,Substance Use Disorders,Not Homeless,40414
49,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,All Other Diagnoses,Homeless,878
50,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,Co-Occuring Disorders,Homeless,4109
51,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,Mental Health Disorders,Homeless,1371
52,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,Substance Use Disorders,Homeless,1902
53,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,All Other Diagnoses,Not Homeless,249449
54,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,Co-Occuring Disorders,Not Homeless,19198
55,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,Mental Health Disorders,Not Homeless,73376
56,2020,75.01-100 (Most Healthy),Inpatient,Sex,Female,Substance Use Disorders,Not Homeless,12136
57,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,All Other Diagnoses,Homeless,2458
58,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,Co-Occuring Disorders,Homeless,9611
59,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,Mental Health Disorders,Homeless,2097
60,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,Substance Use Disorders,Homeless,8337
61,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,All Other Diagnoses,Not Homeless,190731
62,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,Co-Occuring Disorders,Not Homeless,22393
63,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,Mental Health Disorders,Not Homeless,39524
64,2020,75.01-100 (Most Healthy),Inpatient,Sex,Male,Substance Use Disorders,Not Homeless,27093
65,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,2592
66,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Homeless,11508
67,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,3028
68,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,7098
69,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,310885
70,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,33413
71,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,41746
72,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,54983
73,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Homeless,878
74,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Homeless,2161
75,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Homeless,848
76,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Homeless,1270
77,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,176314
78,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,17944
79,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,51493
80,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,26763
81,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Homeless,75
82,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Homeless,1315
83,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Homeless,285
84,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Homeless,581
85,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,20218
86,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,2576
87,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,4899
88,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,2983
89,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,122
90,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Homeless,355
91,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,132
92,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,158
93,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,137357
94,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,8841
95,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,18826
96,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,11812
97,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Homeless,186
98,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Homeless,570
99,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Homeless,212
100,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Homeless,407
101,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,11322
102,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,2514
103,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,1974
104,2020,0-25 (Least Healthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,3242
105,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,1993
106,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Homeless,8442
107,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,1662
108,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,7186
109,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,202657
110,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,26075
111,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,33688
112,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,37038
113,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Homeless,904
114,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Homeless,2905
115,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Homeless,1172
116,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Homeless,1521
117,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,199081
118,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,20183
119,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,64329
120,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,25073
121,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Homeless,87
122,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Homeless,222
123,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Homeless,84
124,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Homeless,111
125,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,17759
126,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,2278
127,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,4688
128,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,2468
129,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,180
130,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Homeless,1541
131,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,499
132,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,239
133,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,185155
134,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,12974
135,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,28639
136,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,14865
137,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Homeless,188
138,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Homeless,1022
139,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Homeless,341
140,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Homeless,430
141,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,11011
142,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,2605
143,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,2055
144,2020,25.01-50 (Somewhat Unhealthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,2761
145,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,1337
146,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Homeless,5659
147,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,1149
148,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,5250
149,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,104247
150,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,17584
151,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,21265
152,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,21504
153,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Homeless,701
154,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Homeless,2509
155,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Homeless,984
156,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Homeless,1051
157,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,186802
158,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,16673
159,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,64678
160,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,19488
161,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Homeless,61
162,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Homeless,480
163,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Homeless,114
164,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Homeless,87
165,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,16210
166,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,2196
167,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,4256
168,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,1857
169,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,144
170,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Homeless,1010
171,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,236
172,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,304
173,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,202851
174,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,16292
175,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,36402
176,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,14952
177,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Homeless,115
178,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Homeless,2556
179,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Homeless,481
180,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Homeless,289
181,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,8658
182,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,2042
183,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,1614
184,2020,50.01-75 (Somewhat Healthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,1934
185,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,1811
186,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Homeless,8275
187,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,1607
188,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,7526
189,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,50822
190,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,11292
191,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,12310
192,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,11585
193,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Homeless,1093
194,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Homeless,3228
195,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Homeless,1287
196,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Homeless,1774
197,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,162238
198,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,12288
199,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,58436
200,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,13708
201,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Homeless,110
202,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Homeless,412
203,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Homeless,139
204,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Homeless,196
205,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,10935
206,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,1161
207,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,2542
208,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,1070
209,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,147
210,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Homeless,1219
211,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,308
212,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,298
213,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,208940
214,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,15671
215,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,38418
216,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,11572
217,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Homeless,175
218,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Homeless,589
219,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Homeless,129
220,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Homeless,449
221,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,7271
222,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,1182
223,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,1205
224,2020,75.01-100 (Most Healthy),Inpatient,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,1294
225,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,282
226,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,1035
227,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,392
228,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,636
229,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,34518
230,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,3907
231,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,6709
232,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,5259
233,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,16
234,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,205
235,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,38
236,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,89
237,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,1733
238,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,437
239,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,472
240,2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,620
